,id,label,parent,synonym,length
11952,DOID:0110504,autosomal recessive nonsyndromic deafness 47,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 47,31.0
11953,DOID:0110505,autosomal recessive nonsyndromic deafness 48,autosomal recessive nonsyndromic deafness,dfnb48,6.0
11954,DOID:0110505,autosomal recessive nonsyndromic deafness 48,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 48,31.0
11955,DOID:0110506,autosomal recessive nonsyndromic deafness 49,autosomal recessive nonsyndromic deafness,dfnb49,6.0
11956,DOID:0110506,autosomal recessive nonsyndromic deafness 49,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 49,31.0
11957,DOID:0110507,autosomal recessive nonsyndromic deafness 5,autosomal recessive nonsyndromic deafness,dfnb5,5.0
11958,DOID:0110507,autosomal recessive nonsyndromic deafness 5,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 5,30.0
11959,DOID:0110508,autosomal recessive nonsyndromic deafness 51,autosomal recessive nonsyndromic deafness,dfnb51,6.0
11960,DOID:0110508,autosomal recessive nonsyndromic deafness 51,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 51,31.0
11961,DOID:0110509,autosomal recessive nonsyndromic deafness 53,autosomal recessive nonsyndromic deafness,dfnb53,6.0
11962,DOID:0110509,autosomal recessive nonsyndromic deafness 53,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 53,31.0
11963,DOID:0110510,autosomal recessive nonsyndromic deafness 55,autosomal recessive nonsyndromic deafness,dfnb55,6.0
11964,DOID:0110510,autosomal recessive nonsyndromic deafness 55,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 55,31.0
11965,DOID:0110511,autosomal recessive nonsyndromic deafness 59,autosomal recessive nonsyndromic deafness,dfnb59,6.0
11966,DOID:0110511,autosomal recessive nonsyndromic deafness 59,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 59,31.0
11967,DOID:0110512,autosomal recessive nonsyndromic deafness 6,autosomal recessive nonsyndromic deafness,dfnb6,5.0
11968,DOID:0110512,autosomal recessive nonsyndromic deafness 6,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 6,30.0
11969,DOID:0110513,autosomal recessive nonsyndromic deafness 61,autosomal recessive nonsyndromic deafness,dfnb61,6.0
11970,DOID:0110513,autosomal recessive nonsyndromic deafness 61,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 61,31.0
11971,DOID:0110514,autosomal recessive nonsyndromic deafness 62,autosomal recessive nonsyndromic deafness,dfnb62,6.0
11972,DOID:0110514,autosomal recessive nonsyndromic deafness 62,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 62,31.0
11973,DOID:0110515,autosomal recessive nonsyndromic deafness 63,autosomal recessive nonsyndromic deafness,dfnb63,6.0
11974,DOID:0110515,autosomal recessive nonsyndromic deafness 63,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 63,31.0
11975,DOID:0110516,autosomal recessive nonsyndromic deafness 65,autosomal recessive nonsyndromic deafness,dfnb65,6.0
11976,DOID:0110516,autosomal recessive nonsyndromic deafness 65,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 65,31.0
11977,DOID:0110517,autosomal recessive nonsyndromic deafness 66,autosomal recessive nonsyndromic deafness,dfnb66,6.0
11978,DOID:0110517,autosomal recessive nonsyndromic deafness 66,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 66,31.0
11979,DOID:0110518,autosomal recessive nonsyndromic deafness 67,autosomal recessive nonsyndromic deafness,dfnb67,6.0
11980,DOID:0110518,autosomal recessive nonsyndromic deafness 67,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 67,31.0
11981,DOID:0110519,autosomal recessive nonsyndromic deafness 68,autosomal recessive nonsyndromic deafness,dfnb68,6.0
11982,DOID:0110519,autosomal recessive nonsyndromic deafness 68,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 68,31.0
11983,DOID:0110520,autosomal recessive nonsyndromic deafness 7,autosomal recessive nonsyndromic deafness,dfnb11,6.0
11984,DOID:0110520,autosomal recessive nonsyndromic deafness 7,autosomal recessive nonsyndromic deafness,dfnb7,5.0
11985,DOID:0110520,autosomal recessive nonsyndromic deafness 7,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 7,30.0
11986,DOID:0110521,autosomal recessive nonsyndromic deafness 70,autosomal recessive nonsyndromic deafness,dfnb70,6.0
11987,DOID:0110521,autosomal recessive nonsyndromic deafness 70,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 70,31.0
11988,DOID:0110522,autosomal recessive nonsyndromic deafness 71,autosomal recessive nonsyndromic deafness,dfnb71,6.0
11989,DOID:0110522,autosomal recessive nonsyndromic deafness 71,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 71,31.0
11990,DOID:0110523,autosomal recessive nonsyndromic deafness 74,autosomal recessive nonsyndromic deafness,dfnb74,6.0
11991,DOID:0110523,autosomal recessive nonsyndromic deafness 74,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 74,31.0
11992,DOID:0110524,autosomal recessive nonsyndromic deafness 76,autosomal recessive nonsyndromic deafness,dfnb76,6.0
11993,DOID:0110524,autosomal recessive nonsyndromic deafness 76,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 76,31.0
11994,DOID:0110525,autosomal recessive nonsyndromic deafness 77,autosomal recessive nonsyndromic deafness,dfnb77,6.0
11995,DOID:0110525,autosomal recessive nonsyndromic deafness 77,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 77,31.0
11996,DOID:0110526,autosomal recessive nonsyndromic deafness 79,autosomal recessive nonsyndromic deafness,dfnb79,6.0
11997,DOID:0110526,autosomal recessive nonsyndromic deafness 79,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 79,31.0
11998,DOID:0110527,autosomal recessive nonsyndromic deafness 8,autosomal recessive nonsyndromic deafness,dfnb10,6.0
11999,DOID:0110527,autosomal recessive nonsyndromic deafness 8,autosomal recessive nonsyndromic deafness,dfnb8,5.0
12000,DOID:0110527,autosomal recessive nonsyndromic deafness 8,autosomal recessive nonsyndromic deafness,nrsd8,5.0
12001,DOID:0110527,autosomal recessive nonsyndromic deafness 8,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 10,31.0
12002,DOID:0110527,autosomal recessive nonsyndromic deafness 8,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 8,30.0
12003,DOID:0110527,autosomal recessive nonsyndromic deafness 8,autosomal recessive nonsyndromic deafness,childhoodonset neurosensory autosomal recessive deafness 8,59.0
12004,DOID:0110527,autosomal recessive nonsyndromic deafness 8,autosomal recessive nonsyndromic deafness,neurosensory nonsyndromic recessive deafness 8,46.0
12005,DOID:0110528,autosomal recessive nonsyndromic deafness 83,autosomal recessive nonsyndromic deafness,dfnb83,6.0
12006,DOID:0110528,autosomal recessive nonsyndromic deafness 83,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 83,31.0
12007,DOID:0110529,autosomal recessive nonsyndromic deafness 84A,autosomal recessive nonsyndromic deafness,dfnb84a,7.0
12008,DOID:0110529,autosomal recessive nonsyndromic deafness 84A,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 84a,32.0
12009,DOID:0110529,autosomal recessive nonsyndromic deafness 84A,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 84a with vestibular dysfunction,60.0
12010,DOID:0110530,autosomal recessive nonsyndromic deafness 84B,autosomal recessive nonsyndromic deafness,dfnb84b,7.0
12011,DOID:0110530,autosomal recessive nonsyndromic deafness 84B,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 84b,32.0
12012,DOID:0110531,autosomal recessive nonsyndromic deafness 85,autosomal recessive nonsyndromic deafness,dfnb85,6.0
12013,DOID:0110531,autosomal recessive nonsyndromic deafness 85,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 85,31.0
12014,DOID:0110532,autosomal recessive nonsyndromic deafness 86,autosomal recessive nonsyndromic deafness,dfnb86,6.0
12015,DOID:0110532,autosomal recessive nonsyndromic deafness 86,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 86,31.0
12016,DOID:0110533,autosomal recessive nonsyndromic deafness 88,autosomal recessive nonsyndromic deafness,dfnb88,6.0
12017,DOID:0110533,autosomal recessive nonsyndromic deafness 88,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 88,31.0
12018,DOID:0110534,autosomal recessive nonsyndromic deafness 89,autosomal recessive nonsyndromic deafness,dfnb89,6.0
12019,DOID:0110534,autosomal recessive nonsyndromic deafness 89,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 89,31.0
12020,DOID:0110535,autosomal recessive nonsyndromic deafness 9,autosomal recessive nonsyndromic deafness,dfnb9,5.0
12021,DOID:0110535,autosomal recessive nonsyndromic deafness 9,autosomal recessive nonsyndromic deafness,nrsd9,5.0
12022,DOID:0110535,autosomal recessive nonsyndromic deafness 9,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 9,30.0
12023,DOID:0110535,autosomal recessive nonsyndromic deafness 9,autosomal recessive nonsyndromic deafness,neurosensory nonsyndromic recessive deafness 9,46.0
12024,DOID:0110536,autosomal recessive nonsyndromic deafness 91,autosomal recessive nonsyndromic deafness,dfnb91,6.0
12025,DOID:0110536,autosomal recessive nonsyndromic deafness 91,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 91,31.0
12026,DOID:0110537,autosomal recessive nonsyndromic deafness 93,autosomal recessive nonsyndromic deafness,dfnb93,6.0
12027,DOID:0110537,autosomal recessive nonsyndromic deafness 93,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 93,31.0
12028,DOID:0110538,autosomal recessive nonsyndromic deafness 96,autosomal recessive nonsyndromic deafness,dfnb96,6.0
12029,DOID:0110538,autosomal recessive nonsyndromic deafness 96,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 96,31.0
12030,DOID:0110539,autosomal recessive nonsyndromic deafness 97,autosomal recessive nonsyndromic deafness,dfnb97,6.0
12031,DOID:0110539,autosomal recessive nonsyndromic deafness 97,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 97,31.0
12032,DOID:0110540,autosomal recessive nonsyndromic deafness 98,autosomal recessive nonsyndromic deafness,dfnb98,6.0
12033,DOID:0110540,autosomal recessive nonsyndromic deafness 98,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 98,31.0
12034,DOID:0110541,autosomal dominant nonsyndromic deafness 1,autosomal dominant nonsyndromic deafness,dfna1,5.0
12035,DOID:0110541,autosomal dominant nonsyndromic deafness 1,autosomal dominant nonsyndromic deafness,konigsmark,19.0
12036,DOID:0110541,autosomal dominant nonsyndromic deafness 1,autosomal dominant nonsyndromic deafness,lfhl1,5.0
12037,DOID:0110541,autosomal dominant nonsyndromic deafness 1,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 1,29.0
12038,DOID:0110541,autosomal dominant nonsyndromic deafness 1,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 1 with or without thrombocytopenia,63.0
12039,DOID:0110541,autosomal dominant nonsyndromic deafness 1,autosomal dominant nonsyndromic deafness,hereditary low frequency hearing loss 1,39.0
12040,DOID:0110542,autosomal dominant nonsyndromic deafness 10,autosomal dominant nonsyndromic deafness,dfna10,6.0
12041,DOID:0110542,autosomal dominant nonsyndromic deafness 10,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 10,30.0
12042,DOID:0110543,autosomal dominant nonsyndromic deafness 11,autosomal dominant nonsyndromic deafness,dfna11,6.0
12043,DOID:0110543,autosomal dominant nonsyndromic deafness 11,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 11,30.0
12044,DOID:0110544,autosomal dominant nonsyndromic deafness 12,autosomal dominant nonsyndromic deafness,dfna12,6.0
12045,DOID:0110544,autosomal dominant nonsyndromic deafness 12,autosomal dominant nonsyndromic deafness,dfna8,5.0
12046,DOID:0110544,autosomal dominant nonsyndromic deafness 12,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 12,30.0
12047,DOID:0110544,autosomal dominant nonsyndromic deafness 12,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 8,29.0
12048,DOID:0110545,autosomal dominant nonsyndromic deafness 13,autosomal dominant nonsyndromic deafness,dfna13,6.0
12049,DOID:0110545,autosomal dominant nonsyndromic deafness 13,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 13,30.0
12050,DOID:0110546,autosomal dominant nonsyndromic deafness 15,autosomal dominant nonsyndromic deafness,dfna15,6.0
12051,DOID:0110546,autosomal dominant nonsyndromic deafness 15,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 15,30.0
12052,DOID:0110547,autosomal dominant nonsyndromic deafness 16,autosomal dominant nonsyndromic deafness,dfna16,6.0
12053,DOID:0110547,autosomal dominant nonsyndromic deafness 16,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 16,30.0
12054,DOID:0110548,autosomal dominant nonsyndromic deafness 17,autosomal dominant nonsyndromic deafness,dfna17,6.0
12055,DOID:0110548,autosomal dominant nonsyndromic deafness 17,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 17,30.0
12056,DOID:0110549,autosomal dominant nonsyndromic deafness 18,autosomal dominant nonsyndromic deafness,dfna18,6.0
12057,DOID:0110549,autosomal dominant nonsyndromic deafness 18,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 18,30.0
12058,DOID:0110550,autosomal dominant nonsyndromic deafness 20,autosomal dominant nonsyndromic deafness,dfna20,6.0
12059,DOID:0110550,autosomal dominant nonsyndromic deafness 20,autosomal dominant nonsyndromic deafness,dfna26,6.0
12060,DOID:0110550,autosomal dominant nonsyndromic deafness 20,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 20,30.0
12061,DOID:0110551,autosomal dominant nonsyndromic deafness 21,autosomal dominant nonsyndromic deafness,dfna21,6.0
12062,DOID:0110551,autosomal dominant nonsyndromic deafness 21,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 21,30.0
12063,DOID:0110552,autosomal dominant nonsyndromic deafness 22,autosomal dominant nonsyndromic deafness,dfna22,6.0
12064,DOID:0110552,autosomal dominant nonsyndromic deafness 22,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 22,30.0
12065,DOID:0110553,autosomal dominant nonsyndromic deafness 23,autosomal dominant nonsyndromic deafness,dfna23,6.0
12066,DOID:0110553,autosomal dominant nonsyndromic deafness 23,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 23,30.0
12067,DOID:0110554,autosomal dominant nonsyndromic deafness 24,autosomal dominant nonsyndromic deafness,dfna24,6.0
12068,DOID:0110554,autosomal dominant nonsyndromic deafness 24,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 24,30.0
12069,DOID:0110555,autosomal dominant nonsyndromic deafness 25,autosomal dominant nonsyndromic deafness,dfna25,6.0
12070,DOID:0110555,autosomal dominant nonsyndromic deafness 25,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 25,30.0
12071,DOID:0110556,autosomal dominant nonsyndromic deafness 27,autosomal dominant nonsyndromic deafness,dfna27,6.0
12072,DOID:0110556,autosomal dominant nonsyndromic deafness 27,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 27,30.0
12073,DOID:0110557,autosomal dominant nonsyndromic deafness 28,autosomal dominant nonsyndromic deafness,dfna28,6.0
12074,DOID:0110557,autosomal dominant nonsyndromic deafness 28,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 28,30.0
12075,DOID:0110558,autosomal dominant nonsyndromic deafness 2A,autosomal dominant nonsyndromic deafness,dfna2a,6.0
12076,DOID:0110558,autosomal dominant nonsyndromic deafness 2A,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 2a,30.0
12077,DOID:0110559,autosomal dominant nonsyndromic deafness 2B,autosomal dominant nonsyndromic deafness,dfna2b,6.0
12078,DOID:0110559,autosomal dominant nonsyndromic deafness 2B,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 2b,30.0
12079,DOID:0110560,autosomal dominant nonsyndromic deafness 30,autosomal dominant nonsyndromic deafness,dfna30,6.0
12080,DOID:0110560,autosomal dominant nonsyndromic deafness 30,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 30,30.0
12081,DOID:0110561,autosomal dominant nonsyndromic deafness 31,autosomal dominant nonsyndromic deafness,dfna31,6.0
12082,DOID:0110561,autosomal dominant nonsyndromic deafness 31,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 31,30.0
12083,DOID:0110562,autosomal dominant nonsyndromic deafness 33,autosomal dominant nonsyndromic deafness,dfna33,6.0
12084,DOID:0110562,autosomal dominant nonsyndromic deafness 33,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 33,30.0
12085,DOID:0110563,autosomal dominant nonsyndromic deafness 36,autosomal dominant nonsyndromic deafness,dfna36,6.0
12086,DOID:0110563,autosomal dominant nonsyndromic deafness 36,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 36,30.0
12087,DOID:0110564,autosomal dominant nonsyndromic deafness 3A,autosomal dominant nonsyndromic deafness,dfna3a,6.0
12088,DOID:0110564,autosomal dominant nonsyndromic deafness 3A,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 3a,30.0
12089,DOID:0110565,autosomal dominant nonsyndromic deafness 3B,autosomal dominant nonsyndromic deafness,dfna3b,6.0
12090,DOID:0110565,autosomal dominant nonsyndromic deafness 3B,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 3b,30.0
12091,DOID:0110566,autosomal dominant nonsyndromic deafness 40,autosomal dominant nonsyndromic deafness,dfna40,6.0
12092,DOID:0110566,autosomal dominant nonsyndromic deafness 40,autosomal dominant nonsyndromic deafness,autosomal dominant deafness 40,30.0
