,ID,TEXT
1840,65,MMP-2
1841,65,MMP-9
1842,65,NF-κB p65
1843,65,p65
1844,65,HMGB1
1845,65,TLR4
1846,65,CD11b
1847,65,HMGB1
1848,65,TLR4
1849,65,HMGB1
1850,65,TLR4
1851,65,HMGB1
1852,65,TLR4
1853,66,Deregulation of polycomb repressor complex 1 modifier AUTS2 in T-cell leukemia.
1854,66,polycomb repressor complex 1 modifier
1855,66,polycomb repressor complex 1
1856,66,AUTS2
1857,66,"Recently, we identified deregulated expression of the B-cell specific transcription factor MEF2C in T-cell acute lymphoid leukemia (T-ALL). Here, we performed sequence analysis of a regulatory upstream section of MEF2C in T-ALL cell lines which, however, proved devoid of mutations. Unexpectedly, we found strong conservation between the regulatory upstream region of MEF2C (located at chromosomal band 5q14) and an intergenic stretch at 7q11 located between STAG3L4 and AUTS2, covering nearly 20 kb. While the non-coding gene STAG3L4 was inconspicuously expressed, AUTS2 was aberrantly upregulated in 6% of T-ALL patients (public dataset GSE42038) and in 3/24 T-ALL cell lines, two of which represented very immature differentiation stages. AUTS2 expression was higher in normal B-cells than in T-cells, indicating lineage-specific activity in lymphopoiesis. While excluding chromosomal aberrations, examinations of AUTS2 transcriptional regulation in T-ALL cells revealed activation by IL7-IL7R-STAT5-signalling and MEF2C. AUTS2 protein has been shown to interact with polycomb repressor complex 1 subtype 5 (PRC1.5), transforming this particular complex into an activator. Accordingly, expression profiling and functional analyses demonstrated that AUTS2 activated while PCGF5 repressed transcription of NKL homeobox gene MSX1 in T-ALL cells. Forced expression and pharmacological inhibition of EZH2 in addition to H3K27me3 analysis indicated that PRC2 repressed MSX1 as well. Taken together, we found that AUTS2 and MEF2C, despite lying on different chromosomes, share strikingly similar regulatory upstream regions and aberrant expression in T-ALL subsets. Our data implicate chromatin complexes PRC1/AUTS2 and PRC2 in a gene network in T-ALL regulating early lymphoid differentiation."
1858,66,MEF2C
1859,66,MEF2C
1860,66,MEF2C
1861,66,STAG3L4
1862,66,AUTS2
1863,66,STAG3L4
1864,66,AUTS2
1865,66,AUTS2
1866,66,AUTS2
1867,66,IL7
1868,66,IL7R
1869,66,STAT5
1870,66,MEF2C
1871,66,AUTS2
1872,66,polycomb repressor complex 1 subtype 5
1873,66,PRC1.5
1874,66,AUTS2
1875,66,PCGF5
1876,66,MSX1
1877,66,EZH2
1878,66,PRC2
1879,66,MSX1
1880,66,AUTS2
1881,66,MEF2C
1882,66,s
1883,66,PRC1
1884,66,AUTS2
1885,66,PRC2
1886,67,DDA suppresses angiogenesis and tumor growth of colorectal cancer in vivo through decreasing VEGFR2 signaling.
1887,67,VEGFR2
1888,67,"As angiogenesis is required for tumor growth and metastasis, suppressing angiogenesis is a promising strategy in limiting tumor progression. Vascular endothelial growth factor (VEGF)-A, a critical pro-angiogenic factor, has thus become an attractive target for therapeutic interventions in cancer. In this study, we explored the underlying mechanisms of a novel anthraquinone derivative DDA in suppressing angiogenesis. DDA inhibited VEGF-A-induced proliferation, migration and tube formation of human umbilical vein endothelial cells (HUVECs). DDA also reduced VEGF-A-induced microvessel sprouting from aortic rings ex vivo and suppressed neovascularization in vivo. VEGF-A-induced VEGFR1, VEGFR2, FAK, Akt, ERK1/2 or STAT3 phosphorylation was reduced in the presence of DDA. In addition, NRP-1 siRNA reduced VEGF-A's enhancing effects in VEGFR2, FAK and Akt phosphorylation and cell proliferation in HUVECs. DDA disrupted VEGF-A-induced complex formation between NRP-1 and VEGFR2. Furthermore, systemic administration of DDA was shown to suppress tumor angiogenesis and growth in in vivo mouse xenograft models. Taken together, we demonstrated in this study that DDA exhibits anti-angiogenic properties through suppressing VEGF-A signaling. These observations also suggest that DDA might be a potential drug candidate for developing anti-angiogenic agent in the field of cancer and angiogenesis-related diseases."
1889,67,VEGFR1
1890,67,VEGFR2
1891,67,FAK
1892,67,Akt
1893,67,ERK1/2
1894,67,STAT3
1895,67,NRP-1
1896,67,VEGFR2
1897,67,FAK
1898,67,Akt
1899,67,NRP-1
1900,67,VEGFR2
1901,67,VEGF-A
1902,68,HIF-1α induction during reperfusion avoids maladaptive repair after renal ischemia/reperfusion involving miR127-3p.
1903,68,HIF-1α
1904,68,miR127-3p
1905,68,"Ischemia/reperfusion (I/R) leads to Acute Kidney Injury. HIF-1α is a key factor during organ response to I/R. We previously demonstrated that HIF-1α is induced during renal reperfusion, after ischemia. Here we investigate the role of HIF-1α and the HIF-1α dependent mechanisms in renal repair after ischemia. By interference of HIF-1α in a rat model of renal I/R, we observed loss of expression and mis-localization of e-cadherin and induction of α-SMA, MMP-13, TGFβ, and collagen I. Moreover, we demonstrate that HIF-1α inhibition promotes renal cell infiltrates by inducing IL-1β, TNF-α, MCP-1 and VCAM-1, through NFkB activity. In addition, HIF-1α inhibition induced proximal tubule cells proliferation but it did not induce compensatory apoptosis, both in vivo. In vitro, HIF-1α knockdown in HK2 cells subjected to hypoxia/reoxygenation (H/R) promote cell entry into S phase, correlating with in vivo data. HIF-1α interference leads to downregulation of miR-127-3p and induction of its target gene Bcl6 in vivo. Moreover, modulation of miR-127-3p in HK2 cells subjected to H/R results in EMT regulation: miR127-3p inhibition promote loss of e-cadherin and induction of α-SMA and collagen I. In conclusion, HIF-1α induction during reperfusion is a protector mechanism implicated in a normal renal tissue repair after I/R."
1906,68,HIF-1α
1907,68,HIF-1α
1908,68,HIF-1α
1909,68,HIF-1α
1910,68,HIF-1α
1911,68,e-cadherin
1912,68,α-SMA
1913,68,MMP-13
1914,68,TGFβ
1915,68,collagen I
1916,68,HIF-1α
1917,68,IL-1β
1918,68,TNF-α
1919,68,MCP-1
1920,68,VCAM-1
1921,68,NFkB
1922,68,HIF-1α
1923,68,HIF-1α
1924,68,HIF-1α
1925,68,miR-127-3p
1926,68,Bcl6
1927,68,miR-127-3p
1928,68,miR127-3p
1929,68,e-cadherin
1930,68,α-SMA
1931,68,collagen I
1932,68,HIF-1α
1933,69,Urinary Levels of IL-1β and GDNF in Preterm Neonates as Potential Biomarkers of Motor Development: A Prospective Study.
1934,69,IL-1β
1935,69,GDNF
1936,69,"Objectives. To evaluate the association between inflammatory biomarkers, neurotrophic factors, birth conditions, and the presence of motor development abnormalities in preterm neonates. Methods. Plasma and urinary levels of cytokines (IL-1β, IL-6, IL-10, TNF, and IL-12p70), chemokines (CXCL8/IL-8, CCL2/MCP-1, CCL5/RANTES, CXCL10/IP-10, and CXCL9/MIG), and neurotrophic factors (BDNF and GDNF) were evaluated in 40 preterm neonates born between 28 and 32 incomplete weeks of gestation, at four distinct time points: at birth (umbilical cord blood) (T0), at 48 (T1), at 72 hours (T2), and at 3 weeks after birth (T3). Biomarkers levels were compared between different time points and then associated with Test of Infant Motor Performance (TIMP) percentiles. Results. Maternal age, plasma, and urinary concentrations of inflammatory molecules and neurotrophic factors were significantly different between groups with normal versus lower than expected motor development. Higher levels of GDNF were found in the group with lower than expected motor development, while IL-1β and CXCL8/IL-8 values were higher in the group with typical motor development. Conclusion. Measurements of cytokines and neurotrophic factors in spot urine may be useful in the follow-up of motor development in preterm neonates."
1937,69,cytokines
1938,69,IL-1β
1939,69,IL-6
1940,69,IL-10
1941,69,TNF
1942,69,IL-12p70
1943,69,chemokines
1944,69,CXCL8
1945,69,IL-8
1946,69,CCL2
1947,69,MCP-1
1948,69,CCL5
1949,69,RANTES
1950,69,CXCL10
1951,69,IP-10
1952,69,CXCL9
1953,69,MIG
1954,69,BDNF
1955,69,GDNF
1956,69,GDNF
1957,69,IL-1β
1958,69,CXCL8
1959,69,IL-8
1960,70,HEB is required for the specification of fetal IL-17-producing γδ T cells.
1961,70,HEB
1962,70,IL-17
1963,70,"IL-17-producing γδ T (γδT17) cells are critical components of the innate immune system. However, the gene networks that control their development are unclear. Here we show that HEB (HeLa E-box binding protein, encoded by Tcf12) is required for the generation of a newly defined subset of fetal-derived CD73- γδT17 cells. HEB is required in immature CD24+CD73- γδ T cells for the expression of Sox4, Sox13, and Rorc, and these genes are repressed by acute expression of the HEB antagonist Id3. HEB-deficiency also affects mature CD73+ γδ T cells, which are defective in RORγt expression and IL-17 production. Additionally, the fetal TCRγ chain repertoire is altered, and peripheral Vγ4 γδ T cells are mostly restricted to the IFNγ-producing phenotype in HEB-deficient mice. Therefore, our work identifies HEB-dependent pathways for the development of CD73+ and CD73- γδT17 cells, and provides mechanistic evidence for control of the γδT17 gene network by HEB."
1964,70,IL-17
1965,70,HEB
1966,70,HeLa E-box binding protein
1967,70,Tcf12
1968,70,CD73
1969,70,HEB
1970,70,CD24
1971,70,CD73
1972,70,Sox4
1973,70,Sox13
1974,70,Rorc
1975,70,HEB
1976,70,Id3
1977,70,HEB
1978,70,CD73
1979,70,RORγt
1980,70,IL-17
1981,70,TCRγ
1982,70,Vγ4
1983,70,IFNγ
1984,70,HEB
1985,70,HEB
1986,70,CD73
1987,70,CD73
1988,70,HEB
1989,71,Overexpression of small ubiquitin-like modifier 2 ameliorates high glucose-induced reductions in cardiomyocyte proliferation via the transforming growth factor-beta/Smad pathway.
1990,71,small ubiquitin-like modifier 2
1991,71,transforming growth factor-beta
1992,71,Smad
1993,71,"Hyperglycemia may induce diabetic cardiomyopathy (DC). In the current study, the mechanism underlying the alleviation of high glucose (HG)-induced impairments in the proliferation of H9c2 embryo cardiomyocyte proliferation by small ubiquitin-like modifier 2 (SUMO2) overexpression was investigated. H9c2 cell morphology was identified as classical long shuttle type by optical microscopy. The viability of HG-injured H9c2 cells was evaluated by a Cell Counting Kit-8 assay and the results indicated that viability was inhibited in a dose-dependent (5.6, 10, 20 and 30 mmol/l) and time-dependent (6, 12 and 24 h) manner. H9c2 cells treated with 20 mmol/l HG for 24 h were selected for subsequent experiments due to the extent of injury caused at a low density. Flow cytometry was conducted to confirm cell cycle arrest between G1/S phases and apoptosis promotion in HG-injured H9c2 cells, and the subsequent alleviating effect of SUMO2 overexpression on these HG-induced effects. Reverse transcription-quantitative polymerase chain reaction (RT-qPCR) and western blot analysis were performed to detect mRNA and protein expression levels of cell cycle-and apoptosis-associated factors. The results indicated that the expression ofthe cell cycle-associated factors CyclinA2 and C-Myc was upregulated, and cyclin-dependent kinase inhibitor 1a was downregulated. The expression of the apoptosis-associated factor Bcl-2 was upregulated, while Bcl-2-associated X and caspase-3 expression was downregulated, by SUMO2 overexpression. Furthermore, the effect of SUMO2 overexpression on the transforming growth factor (TGF)-beta/Smad pathway was also determined using RT-qPCR and western blot analysis. The results indicated the mRNA and protein levels of TGF-beta1 and Smad3 in HG-injured H9c2 cells were significantly decreased following SUMO2 overexpression. Thus, the results demonstrated that overexpression of SUMO2 may alleviate H9c2 cardiomyocyte cell cycle arrest and apoptosis promotion induced by HG via regulation of cell cycle- and apoptosis-associated factors, as well as inhibition of the TGF-beta/Smad pathway. These results may therefore provide a novel strategy for the protection of cardiomyocytes and may aid the diagnosis and prognosis of patients with DC."
1994,71,small ubiquitin-like modifier 2
1995,71,SUMO2
1996,71,SUMO2
1997,71,CyclinA2
1998,71,C-Myc
1999,71,cyclin-dependent kinase inhibitor 1a
2000,71,Bcl-2
2001,71,Bcl-2-associated X
2002,71,caspase-3
2003,71,SUMO2
2004,71,SUMO2
2005,71,transforming growth factor (TGF)-beta
2006,71,Smad
2007,71,TGF-beta1
2008,71,Smad3
2009,71,SUMO2
2010,71,SUMO2
2011,71,TGF-beta
2012,71,Smad
2013,72,Salidroside Ameliorates Renal Interstitial Fibrosis by Inhibiting the TLR4/NF-kappaB and MAPK Signaling Pathways.
2014,72,TLR4
2015,72,NF-kappaB
2016,72,MAPK
2017,72,"Salidroside (Sal) is an active ingredient that is isolated from Rhodiola rosea, which has been reported to have anti-inflammatory activities and a renal protective effect. However, the role of Sal on renal fibrosis has not yet been elucidated. Here, the purpose of the current study is to test the protective effects of Sal against renal interstitial fibrosis (RIF), and to explore the underlying mechanisms using both in vivo and in vitro models. In this study, we establish the unilateral ureteric obstruction (UUO) or folic acid (FA)-induced mice renal interstitial fibrosis in vivo and the transforming growth factor (TGF)-beta1-stimulated human proximal tubular epithelial cell (HK-2) model in vitro. The levels of kidney functional parameters and inflammatory cytokines in serum are examined. The degree of renal damage and fibrosis is determined by histological assessment. Immunohistochemistry and western blotting are used to determine the mechanisms of Sal against RIF. Our results show that treatment with Sal can ameliorate tubular injury and deposition of the extracellular matrix (ECM) components (including collagen SH and collagen I). Furthermore, Sal administration significantly suppresses epithelial-mesenchymal transition (EMT), as evidenced by a decreased expression of alpha-SMA, vimentin, TGF-beta1, snail, slug, and a largely restored expression of E-cadherin. Additionally, Sal also reduces the levels of serum biochemical markers (serum creatinine, Scr; blood urea nitrogen, BUN; and uric acid, UA) and decreases the release of inflammatory cytokines (IL-1beta, IL-6, TNF-alpha). Further study revealed that the effect of Sal on renal interstitial fibrosis is associated with the lower expression of TLR4, p-IkappaBalpha, p-NF-kappaB and mitogen-activated protein kinases (MAPK), both in vivo and in vitro. In conclusion, Sal treatment improves kidney function, ameliorates the deposition of the ECM components and relieves the protein levels of EMT markers in mouse kidneys and HK-2 cells. Furthermore, Sal treatment significantly decreases the release of inflammatory cytokines and inhibits the TLR4/NF-kappaB and MAPK signaling pathways. Collectively, these results suggest that the administration of Sal could be a novel therapeutic strategy in treating renal fibrosis."
2018,72,collagen SH
2019,72,collagen I
2020,72,alpha-SMA
2021,72,vimentin
2022,72,TGF-beta1
2023,72,snail
2024,72,slug
2025,72,E-cadherin
2026,72,cytokines
2027,72,IL-1beta
2028,72,IL-6
2029,72,TNF-alpha
2030,72,TLR4
2031,72,IkappaBalpha
2032,72,NF-kappaB
2033,72,mitogen-activated protein kinases
2034,72,MAPK
2035,72,TLR4
2036,72,NF-kappaB
2037,72,MAPK
2038,73,A major role for Scar/WAVE-1 downstream of GPVI in platelets.
2039,73,Scar
2040,73,WAVE-1
2041,73,GPVI
2042,73,"BACKGROUND: The small GTPase Rac1 plays a critical role in lamellipodia assembly in platelets on matrix proteins in the absence or presence of G protein-coupled receptor (GPCR) agonists. Rac mediates actin assembly via Scar/WAVE, a family of scaffolding proteins that direct actin reorganization by relaying signals from Rac to the Arp2/3 complex. OBJECTIVE: To evaluate the role of Scar/WAVE-1 in mediating platelet activation and cytoskeletal reorganization. METHODS AND RESULTS: Using specific antibodies, we demonstrate that murine platelets, like human platelets, express Scar/WAVE-1 and Scar/WAVE-2. Lamellipodia formation in Scar/WAVE-1(-/-) platelets is markedly inhibited on immobilized collagen-related peptide (CRP) and on laminin, both of which signal through the collagen receptor GPVI. In contrast, lamellipodia formation on collagen, which requires release of the GPCR agonists ADP and thromboxane A(2), is not altered. Immobilized fibrinogen supports limited formation of lamellipodia in murine platelets, which is not altered in Scar/WAVE-1(-/-) platelets. As with Rac1(-/-) platelets, Scar/WAVE-1(-/-) platelets exhibit a marked inhibition of aggregation in response to CRP, whereas the response to the GPCR agonist thrombin is not altered. Platelet aggregation on immobilized collagen under shear, which is dependent on signaling by matrix and GPCR agonists, was unaltered in the absence of Scar/WAVE-1. CONCLUSION: This study demonstrates a major role for Scar/WAVE-1 in mediating platelet cytoskeletal reorganization and aggregate formation downstream of activation by GPVI but not by GPCR agonists."
